,Max_depth,N_estimators,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[50, 100, 150]",50,"[82, 228, 40, 430]","[78, 233, 47, 422]","[87, 224, 41, 428]","[63, 248, 32, 437]","[87, 224, 32, 437]","[85, 225, 44, 425]",[ 835 2269  417 4274],[ 823 2281  429 4262],[ 836 2268  419 4272],[ 851 2253  416 4275],[ 835 2269  417 4274]
1,1,"[50, 100, 150]",100,"[82, 228, 40, 430]","[78, 233, 48, 421]","[89, 222, 41, 428]","[64, 247, 32, 437]","[87, 224, 32, 437]","[83, 227, 43, 426]",[ 850 2254  429 4262],[ 845 2259  441 4250],[ 836 2268  421 4270],[ 850 2254  422 4269],[ 845 2259  425 4266]
2,1,"[50, 100, 150]",150,"[84, 226, 40, 430]","[78, 233, 48, 421]","[87, 224, 41, 428]","[64, 247, 32, 437]","[89, 222, 33, 436]","[83, 227, 43, 426]",[ 854 2250  432 4259],[ 846 2258  439 4252],[ 838 2266  421 4270],[ 862 2242  430 4261],[ 852 2252  427 4264]
3,1,"[50, 100, 150]",50,"[142, 168, 76, 394]","[122, 189, 72, 397]","[138, 173, 74, 395]","[115, 196, 57, 412]","[138, 173, 66, 403]","[132, 178, 72, 397]",[1321 1783  723 3968],[1337 1767  742 3949],[1312 1792  734 3957],[1311 1793  741 3950],[1319 1785  721 3970]
4,1,"[50, 100, 150]",100,"[143, 167, 78, 392]","[121, 190, 73, 396]","[139, 172, 74, 395]","[110, 201, 57, 412]","[144, 167, 69, 400]","[135, 175, 73, 396]",[1334 1770  734 3957],[1331 1773  739 3952],[1313 1791  738 3953],[1318 1786  739 3952],[1321 1783  718 3973]
5,1,"[50, 100, 150]",150,"[143, 167, 76, 394]","[123, 188, 73, 396]","[138, 173, 74, 395]","[111, 200, 58, 411]","[144, 167, 69, 400]","[135, 175, 73, 396]",[1338 1766  734 3957],[1333 1771  742 3949],[1311 1793  736 3955],[1326 1778  744 3947],[1319 1785  723 3968]
6,1,"[50, 100, 150]",50,"[150, 160, 91, 379]","[131, 180, 83, 386]","[151, 160, 83, 386]","[125, 186, 63, 406]","[148, 163, 81, 388]","[141, 169, 76, 393]",[1424 1680  817 3874],[1418 1686  809 3882],[1423 1681  805 3886],[1427 1677  807 3884],[1437 1667  806 3885]
7,1,"[50, 100, 150]",100,"[151, 159, 90, 380]","[132, 179, 82, 387]","[152, 159, 85, 384]","[127, 184, 63, 406]","[147, 164, 80, 389]","[140, 170, 76, 393]",[1427 1677  813 3878],[1420 1684  813 3878],[1422 1682  803 3888],[1432 1672  804 3887],[1441 1663  805 3886]
8,1,"[50, 100, 150]",150,"[149, 161, 87, 383]","[132, 179, 82, 387]","[151, 160, 83, 386]","[128, 183, 62, 407]","[147, 164, 79, 390]","[140, 170, 76, 393]",[1430 1674  808 3883],[1426 1678  810 3881],[1420 1684  802 3889],[1433 1671  808 3883],[1435 1669  799 3892]
9,2,"[50, 100, 150]",50,"[155, 155, 95, 375]","[142, 169, 79, 390]","[156, 155, 87, 382]","[136, 175, 68, 401]","[158, 153, 85, 384]","[145, 165, 79, 390]",[1492 1612  853 3838],[1488 1616  856 3835],[1491 1613  847 3844],[1488 1616  834 3857],[1496 1608  846 3845]
10,2,"[50, 100, 150]",100,"[155, 155, 95, 375]","[141, 170, 79, 390]","[157, 154, 85, 384]","[136, 175, 68, 401]","[158, 153, 86, 383]","[145, 165, 80, 389]",[1487 1617  845 3846],[1493 1611  851 3840],[1492 1612  844 3847],[1491 1613  836 3855],[1495 1609  842 3849]
11,2,"[50, 100, 150]",150,"[154, 156, 93, 377]","[141, 170, 79, 390]","[156, 155, 83, 386]","[136, 175, 68, 401]","[155, 156, 84, 385]","[146, 164, 80, 389]",[1483 1621  840 3851],[1489 1615  847 3844],[1490 1614  848 3843],[1493 1611  833 3858],[1493 1611  835 3856]
12,2,"[50, 100, 150]",50,"[163, 147, 103, 367]","[150, 161, 85, 384]","[170, 141, 90, 379]","[145, 166, 73, 396]","[162, 149, 93, 376]","[150, 160, 92, 377]",[1563 1541  902 3789],[1561 1543  896 3795],[1554 1550  890 3801],[1576 1528  891 3800],[1579 1525  895 3796]
13,2,"[50, 100, 150]",100,"[164, 146, 101, 369]","[150, 161, 86, 383]","[170, 141, 93, 376]","[148, 163, 75, 394]","[163, 148, 94, 375]","[149, 161, 89, 380]",[1572 1532  903 3788],[1566 1538  893 3798],[1554 1550  893 3798],[1582 1522  896 3795],[1576 1528  884 3807]
14,2,"[50, 100, 150]",150,"[164, 146, 101, 369]","[149, 162, 87, 382]","[169, 142, 90, 379]","[148, 163, 75, 394]","[163, 148, 93, 376]","[149, 161, 91, 378]",[1572 1532  902 3789],[1564 1540  895 3796],[1553 1551  893 3798],[1580 1524  903 3788],[1574 1530  882 3809]
15,2,"[50, 100, 150]",50,"[165, 145, 103, 367]","[156, 155, 85, 384]","[175, 136, 92, 377]","[150, 161, 79, 390]","[164, 147, 92, 377]","[153, 157, 92, 377]",[1607 1497  914 3777],[1606 1498  912 3779],[1596 1508  918 3773],[1611 1493  909 3782],[1616 1488  908 3783]
16,2,"[50, 100, 150]",100,"[165, 145, 103, 367]","[155, 156, 87, 382]","[175, 136, 94, 375]","[150, 161, 80, 389]","[166, 145, 94, 375]","[155, 155, 93, 376]",[1611 1493  923 3768],[1606 1498  918 3773],[1593 1511  923 3768],[1613 1491  909 3782],[1610 1494  900 3791]
17,2,"[50, 100, 150]",150,"[164, 146, 103, 367]","[155, 156, 86, 383]","[172, 139, 92, 377]","[149, 162, 80, 389]","[167, 144, 94, 375]","[155, 155, 92, 377]",[1606 1498  920 3771],[1605 1499  917 3774],[1595 1509  923 3768],[1617 1487  907 3784],[1610 1494  900 3791]
18,3,"[50, 100, 150]",50,"[163, 147, 101, 369]","[148, 163, 85, 384]","[166, 145, 90, 379]","[152, 159, 77, 392]","[164, 147, 94, 375]","[154, 156, 88, 381]",[1581 1523  909 3782],[1582 1522  894 3797],[1570 1534  909 3782],[1589 1515  903 3788],[1584 1520  904 3787]
19,3,"[50, 100, 150]",100,"[165, 145, 100, 370]","[149, 162, 85, 384]","[166, 145, 92, 377]","[151, 160, 78, 391]","[165, 146, 94, 375]","[152, 158, 87, 382]",[1580 1524  907 3784],[1577 1527  898 3793],[1575 1529  912 3779],[1581 1523  903 3788],[1589 1515  896 3795]
20,3,"[50, 100, 150]",150,"[164, 146, 101, 369]","[148, 163, 85, 384]","[167, 144, 89, 380]","[151, 160, 77, 392]","[167, 144, 92, 377]","[154, 156, 87, 382]",[1583 1521  901 3790],[1574 1530  899 3792],[1575 1529  904 3787],[1581 1523  909 3782],[1587 1517  900 3791]
21,3,"[50, 100, 150]",50,"[163, 147, 103, 367]","[158, 153, 86, 383]","[176, 135, 94, 375]","[156, 155, 81, 388]","[172, 139, 95, 374]","[156, 154, 90, 379]",[1626 1478  924 3767],[1630 1474  920 3771],[1627 1477  922 3769],[1642 1462  919 3772],[1641 1463  920 3771]
22,3,"[50, 100, 150]",100,"[164, 146, 103, 367]","[155, 156, 85, 384]","[175, 136, 93, 376]","[156, 155, 83, 386]","[173, 138, 96, 373]","[155, 155, 91, 378]",[1630 1474  929 3762],[1629 1475  924 3767],[1634 1470  925 3766],[1639 1465  919 3772],[1647 1457  922 3769]
23,3,"[50, 100, 150]",150,"[164, 146, 103, 367]","[156, 155, 85, 384]","[176, 135, 92, 377]","[157, 154, 81, 388]","[173, 138, 95, 374]","[155, 155, 92, 377]",[1632 1472  924 3767],[1628 1476  925 3766],[1628 1476  927 3764],[1641 1463  921 3770],[1645 1459  918 3773]
24,3,"[50, 100, 150]",50,"[163, 147, 105, 365]","[161, 150, 82, 387]","[180, 131, 90, 379]","[161, 150, 84, 385]","[175, 136, 98, 371]","[160, 150, 93, 376]",[1659 1445  921 3770],[1648 1456  932 3759],[1645 1459  926 3765],[1659 1445  929 3762],[1665 1439  934 3757]
25,3,"[50, 100, 150]",100,"[165, 145, 106, 364]","[159, 152, 83, 386]","[178, 133, 90, 379]","[163, 148, 84, 385]","[175, 136, 100, 369]","[158, 152, 92, 377]",[1655 1449  932 3759],[1649 1455  933 3758],[1657 1447  924 3767],[1665 1439  936 3755],[1677 1427  939 3752]
26,3,"[50, 100, 150]",150,"[164, 146, 106, 364]","[157, 154, 86, 383]","[176, 135, 90, 379]","[162, 149, 84, 385]","[175, 136, 100, 369]","[158, 152, 93, 376]",[1652 1452  935 3756],[1648 1456  932 3759],[1656 1448  921 3770],[1669 1435  934 3757],[1673 1431  936 3755]
27,4,"[50, 100, 150]",50,"[162, 148, 102, 368]","[151, 160, 85, 384]","[171, 140, 95, 374]","[154, 157, 80, 389]","[171, 140, 93, 376]","[157, 153, 92, 377]",[1614 1490  929 3762],[1614 1490  930 3761],[1620 1484  918 3773],[1626 1478  922 3769],[1639 1465  925 3766]
28,4,"[50, 100, 150]",100,"[164, 146, 103, 367]","[152, 159, 84, 385]","[171, 140, 96, 373]","[157, 154, 81, 388]","[171, 140, 94, 375]","[156, 154, 93, 376]",[1621 1483  928 3763],[1620 1484  931 3760],[1620 1484  925 3766],[1626 1478  919 3772],[1634 1470  928 3763]
29,4,"[50, 100, 150]",150,"[165, 145, 100, 370]","[152, 159, 83, 386]","[171, 140, 95, 374]","[157, 154, 81, 388]","[169, 142, 91, 378]","[157, 153, 95, 374]",[1617 1487  926 3765],[1622 1482  939 3752],[1624 1480  922 3769],[1630 1474  928 3763],[1628 1476  927 3764]
30,4,"[50, 100, 150]",50,"[162, 148, 104, 366]","[158, 153, 82, 387]","[176, 135, 91, 378]","[165, 146, 85, 384]","[176, 135, 98, 371]","[159, 151, 94, 375]",[1656 1448  928 3763],[1642 1462  930 3761],[1652 1452  918 3773],[1661 1443  929 3762],[1660 1444  933 3758]
31,4,"[50, 100, 150]",100,"[163, 147, 104, 366]","[158, 153, 83, 386]","[173, 138, 93, 376]","[165, 146, 85, 384]","[176, 135, 96, 373]","[159, 151, 93, 376]",[1651 1453  929 3762],[1649 1455  931 3760],[1659 1445  922 3769],[1651 1453  937 3754],[1671 1433  926 3765]
32,4,"[50, 100, 150]",150,"[163, 147, 104, 366]","[158, 153, 86, 383]","[174, 137, 92, 377]","[165, 146, 83, 386]","[177, 134, 97, 372]","[158, 152, 94, 375]",[1658 1446  932 3759],[1644 1460  930 3761],[1660 1444  927 3764],[1663 1441  934 3757],[1667 1437  930 3761]
33,4,"[50, 100, 150]",50,"[165, 145, 103, 367]","[159, 152, 82, 387]","[178, 133, 88, 381]","[165, 146, 85, 384]","[179, 132, 99, 370]","[162, 148, 94, 375]",[1676 1428  920 3771],[1658 1446  940 3751],[1666 1438  929 3762],[1675 1429  934 3757],[1679 1425  940 3751]
34,4,"[50, 100, 150]",100,"[164, 146, 105, 365]","[156, 155, 81, 388]","[176, 135, 88, 381]","[168, 143, 86, 383]","[178, 133, 97, 372]","[161, 149, 92, 377]",[1666 1438  920 3771],[1663 1441  941 3750],[1661 1443  926 3765],[1671 1433  945 3746],[1684 1420  943 3748]
35,4,"[50, 100, 150]",150,"[164, 146, 106, 364]","[158, 153, 80, 389]","[177, 134, 88, 381]","[168, 143, 86, 383]","[175, 136, 97, 372]","[161, 149, 95, 374]",[1670 1434  926 3765],[1662 1442  940 3751],[1663 1441  928 3763],[1676 1428  944 3747],[1685 1419  942 3749]
