,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,50,"[165, 145, 101, 369]",0.6890057729313662,0.7165973109500006,0.7993604775101258,0.7557189381352639
1,rbf,0.1,1.0,,50,"[0, 310, 0, 470]",0.6017960230917254,0.6017960230917254,1.0,0.7514015697581291
2,poly,0.1,1.0,2.0,50,"[126, 184, 124, 346]",0.6136754329698525,0.6555846476379104,0.7543807290556384,0.7015113870427887
3,poly,0.1,1.0,3.0,50,"[165, 145, 149, 321]",0.6387684413085312,0.6951036210929535,0.712086975058623,0.7034879917781321
4,rbf,0.1,10.0,,50,"[0, 310, 0, 470]",0.6017960230917254,0.6017960230917254,1.0,0.7514015697581291
5,poly,0.1,10.0,2.0,50,"[116, 194, 123, 347]",0.5958178319435536,0.6416115886789222,0.7439351950543593,0.688988324997962
6,poly,0.1,10.0,3.0,50,"[166, 144, 150, 320]",0.6383066067992302,0.6947633861696441,0.7116179918993818,0.7030848046830234
7,linear,1.0,,,50,"[166, 144, 101, 369]",0.6882873636946762,0.7162614776437379,0.7982519718610105,0.7550365410929875
8,rbf,1.0,1.0,,50,"[2, 308, 2, 468]",0.601590763309814,0.6023288146993018,0.9946706459177147,0.7503054172539521
9,poly,1.0,1.0,2.0,50,"[119, 191, 122, 348]",0.5962796664528545,0.6416981143263506,0.7452995096994244,0.68962623788768
10,poly,1.0,1.0,3.0,50,"[165, 145, 152, 318]",0.6385888389993586,0.6951747827810726,0.711362182903432,0.7031699515928753
11,rbf,1.0,10.0,,50,"[0, 310, 1, 469]",0.6010006414368185,0.6015676927782236,0.9979535280324023,0.7506453574390632
12,poly,1.0,10.0,2.0,50,"[118, 192, 129, 341]",0.5969467607440667,0.6427923156540468,0.7433383073971436,0.6894155576084139
13,poly,1.0,10.0,3.0,50,"[166, 144, 149, 321]",0.6389737010904427,0.6954017289657628,0.7119164357279898,0.7035587359748849
14,linear,10.0,,,50,"[167, 143, 103, 367]",0.6888774855676716,0.7166900619987957,0.7987635898529098,0.7555041135287892
15,rbf,10.0,1.0,,50,"[2, 308, 2, 468]",0.6015137908915971,0.6022980128516497,0.9945427414197399,0.7502451346195159
16,poly,10.0,1.0,2.0,50,"[125, 185, 130, 340]",0.5973316228351507,0.6426608754484813,0.7452995096994244,0.6901848998165295
17,poly,10.0,1.0,3.0,50,"[166, 144, 150, 320]",0.6383322642719692,0.6948887023707045,0.7113621829034321,0.7030223640128298
18,rbf,10.0,10.0,,50,"[0, 310, 1, 469]",0.6010006414368185,0.6015676927782236,0.9979535280324023,0.7506453574390632
19,poly,10.0,10.0,2.0,50,"[117, 193, 122, 348]",0.5948941629249519,0.640943801900205,0.7431677680665103,0.6882791509105186
20,poly,10.0,10.0,3.0,50,"[164, 146, 148, 322]",0.6383066067992302,0.6947764259864855,0.7115753570667236,0.7030716960706287
21,linear,100.0,,,50,"[157, 153, 102, 368]",0.686722257857601,0.7168143076091968,0.7925389042848006,0.7527601199056374
22,rbf,100.0,1.0,,50,"[2, 308, 2, 468]",0.6015137908915971,0.6022980128516497,0.9945427414197399,0.7502451346195159
23,poly,100.0,1.0,2.0,50,"[119, 191, 129, 341]",0.5985375240538807,0.6434663376523614,0.746578554679173,0.6911950160492677
24,poly,100.0,1.0,3.0,50,"[165, 145, 150, 320]",0.6389737010904426,0.6953019845029054,0.7121722447239395,0.7036293254025969
25,rbf,100.0,10.0,,50,"[0, 310, 1, 469]",0.6010006414368185,0.6015676927782236,0.9979535280324023,0.7506453574390632
26,poly,100.0,10.0,2.0,50,"[116, 194, 120, 350]",0.5962540089801155,0.6418005500353707,0.7447878917075251,0.6894642340988053
27,poly,100.0,10.0,3.0,50,"[164, 146, 147, 323]",0.6382552918537525,0.6947714691293756,0.7114474525687486,0.7030049072100726
28,linear,1000.0,,,50,"[168, 142, 109, 361]",0.6797690827453495,0.7115817676460814,0.7871669153698573,0.7473050928675715
29,rbf,1000.0,1.0,,50,"[2, 308, 2, 468]",0.6015137908915971,0.6022980128516497,0.9945427414197399,0.7502451346195159
30,poly,1000.0,1.0,2.0,50,"[120, 190, 123, 347]",0.5958691468890315,0.6414937044115543,0.7445747175442335,0.6891974897303518
31,poly,1000.0,1.0,3.0,50,"[166, 144, 151, 319]",0.6383579217447081,0.6948349536247213,0.7115753570667236,0.7031009926393375
32,rbf,1000.0,10.0,,50,"[0, 310, 1, 469]",0.6010006414368185,0.6015676927782236,0.9979535280324023,0.7506453574390632
33,poly,1000.0,10.0,2.0,50,"[120, 190, 118, 352]",0.5978447722899294,0.6427784236303551,0.7467490940098059,0.690871988133391
34,poly,1000.0,10.0,3.0,50,"[165, 145, 151, 319]",0.6384605516356638,0.6922538832631011,0.7188232786186315,0.705272496221119
