,Kernel,C,Gamma,Degree,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,"[169, 141, 103, 367]",0.6882103912764592,0.7151584822865082,0.8008953314858239,0.755601503838762
1,rbf,0.1,1.0,,"[0, 310, 0, 470]",0.6017960230917254,0.6017960230917254,1.0,0.7514015697581291
2,poly,0.1,1.0,2.0,"[103, 207, 136, 334]",0.5676972418216806,0.6174948596002267,0.7401406949477722,0.6732496499682864
3,poly,0.1,1.0,3.0,"[138, 172, 150, 320]",0.5942014111610006,0.6515481816850325,0.7001065870816456,0.6749358110735002
4,rbf,0.1,10.0,,"[0, 310, 0, 470]",0.6017960230917254,0.6017960230917254,1.0,0.7514015697581291
5,poly,0.1,10.0,2.0,"[110, 200, 144, 326]",0.5321616420782552,0.5981922025268964,0.6778512044340227,0.6355117206823101
6,poly,0.1,10.0,3.0,"[140, 170, 138, 332]",0.5951763951250801,0.651809207768591,0.7026646770411427,0.6762787993281456
7,linear,1.0,,,"[170, 140, 103, 367]",0.6881847338037204,0.715360781064004,0.8002984438286079,0.7554488312762608
8,rbf,1.0,1.0,,"[3, 307, 5, 465]",0.6041308531109685,0.6049936845112849,0.9858878703901087,0.749841694859122
9,poly,1.0,1.0,2.0,"[75, 235, 135, 335]",0.5386016677357282,0.6026552341259622,0.6850991259859305,0.6411913840065702
10,poly,1.0,1.0,3.0,"[138, 172, 131, 339]",0.5947145606157793,0.6515732095046735,0.7018546152206353,0.6757697123687523
11,rbf,1.0,10.0,,"[0, 310, 1, 469]",0.6014368184733804,0.602087972517652,0.9958644212321467,0.7504578178466759
12,poly,1.0,10.0,2.0,"[92, 218, 139, 331]",0.5415009621552277,0.6062277571524147,0.679428693242379,0.6407346848230778
13,poly,1.0,10.0,3.0,"[140, 170, 142, 328]",0.5964079538165491,0.6521207236195885,0.7059475591558304,0.6779639625549202
14,linear,10.0,,,"[170, 140, 103, 367]",0.688313021167415,0.7154466832613553,0.8004263483265829,0.7555538191127267
15,rbf,10.0,1.0,,"[8, 302, 11, 459]",0.6058499037844772,0.6071935204931919,0.9772756341931357,0.7490101439481333
16,poly,10.0,1.0,2.0,"[85, 225, 181, 289]",0.5417318794098781,0.6053650122685865,0.6850991259859305,0.6427049791728336
17,poly,10.0,1.0,3.0,"[138, 172, 150, 320]",0.5943296985246953,0.6521243511150074,0.6985717331059474,0.6745347085150408
18,rbf,10.0,10.0,,"[0, 310, 1, 469]",0.6014368184733804,0.602087972517652,0.9958644212321467,0.7504578178466759
19,poly,10.0,10.0,2.0,"[99, 211, 180, 290]",0.5448877485567671,0.6070982373383031,0.6909827328927733,0.6463183755704204
20,poly,10.0,10.0,3.0,"[140, 170, 138, 332]",0.5949711353431687,0.6508241188561019,0.705435941163931,0.6770265235989755
21,linear,100.0,,,"[152, 158, 94, 376]",0.6811289288005131,0.7111945691166869,0.7916435727989769,0.7492209228076708
22,rbf,100.0,1.0,,"[8, 302, 11, 459]",0.6058499037844772,0.6071935204931919,0.9772756341931357,0.7490101439481333
23,poly,100.0,1.0,2.0,"[92, 218, 139, 331]",0.5369339320076972,0.6018449594313937,0.6810488168833937,0.6389901342792137
24,poly,100.0,1.0,3.0,"[138, 172, 150, 320]",0.5947145606157793,0.6514291216343583,0.7024088680451929,0.6759388979293328
25,rbf,100.0,10.0,,"[0, 310, 1, 469]",0.6014368184733804,0.602087972517652,0.9958644212321467,0.7504578178466759
26,poly,100.0,10.0,2.0,"[110, 200, 144, 326]",0.5427581783194355,0.6058492604625606,0.6874866766147943,0.6440710589941234
27,poly,100.0,10.0,3.0,"[140, 170, 138, 332]",0.5969980756895445,0.6524896676034486,0.7067149861436794,0.678512284846615
28,linear,1000.0,,,"[122, 188, 124, 346]",0.5970237331622835,0.6620399363993512,0.6762737156256662,0.6686054530747829
29,rbf,1000.0,1.0,,"[8, 302, 11, 459]",0.6058499037844772,0.6071935204931919,0.9772756341931357,0.7490101439481333
30,poly,1000.0,1.0,2.0,"[114, 196, 143, 327]",0.5413470173187941,0.6052287599646906,0.6839053506714986,0.642146468767457
31,poly,1000.0,1.0,3.0,"[146, 164, 136, 334]",0.5956895445798589,0.652440132595659,0.702280963547218,0.6764267154606882
32,rbf,1000.0,10.0,,"[0, 310, 1, 469]",0.6014368184733804,0.602087972517652,0.9958644212321467,0.7504578178466759
33,poly,1000.0,10.0,2.0,"[99, 211, 180, 290]",0.5381654906991662,0.6037685685001912,0.676700063952249,0.6380601170102272
34,poly,1000.0,10.0,3.0,"[140, 170, 142, 328]",0.5897626683771648,0.6450681219696952,0.7077382221274782,0.6749280354110926
